source_id,doi,year,corresponding,all_authors
SCOPUS_ID:85055247598,10.1057/s41295-018-0145-y,2018,,Dutozia J.|Dutozia J.|Ivaldi G.
SCOPUS_ID:85055269622,10.1051/0004-6361/201629732e,2018,,Miguel Y.|Guillot T.
SCOPUS_ID:85055277235,10.3847/1538-4357/aadb97,2018,,Schultheis M.
SCOPUS_ID:85055287036,10.1111/tbed.13033,2019,,Koutsovoulos G.
SCOPUS_ID:85055293363,10.1002/gj.3339,2019,Ragon T.|Le Laboratoire Géoazur,Ragon T.
SCOPUS_ID:85055314505,10.1127/entomologia/2018/0675,2018,,Desneux N.
SCOPUS_ID:85055315653,10.1127/entomologia/2018/0596,2018,,Qu Y.
SCOPUS_ID:85055318075,10.1021/acs.macromol.8b01831,2018,Van Berkel J.|Institut de Chimie de Nice,Van Berkel J.|Guigo N.|Sbirrazzuoli N.
SCOPUS_ID:85055320572,10.1007/s00285-018-1298-7,2019,,Goudon T.|Peruani F.
SCOPUS_ID:85055331949,10.3390/galaxies6030099,2018,Lagadec E.|Laboratoire Joseph-Louis Lagrange,Lagadec E.
SCOPUS_ID:85055333736,10.1093/MNRAS/STY1903,2018,,Lagadec E.
SCOPUS_ID:85055336997,10.1093/MNRAS/STY1893,2018,,Spang A.|Hadjara M.|Petrov R.G.|Cruzalèbes P.|Lagarde S.
SCOPUS_ID:85055338236,10.1127/entomologia/2018/0769,2018,Desneux N.|Institut Sophia Agrobiotech - (ISA),Desneux N.
SCOPUS_ID:85055338364,10.1007/s11356-018-3356-5,2018,,Lavoir A.V.|Amichot M.
SCOPUS_ID:85055345870,10.1127/entomologia/2018/0575,2018,,Lavoir A.V.|Amiens-Desneux E.|Monticelli L.S.|Nguyen L.T.H.|Metay-Merrien C.|Desneux N.
SCOPUS_ID:85055351059,10.1016/j.conengprac.2018.10.004,2019,,Hua M.|Allibert G.|Hamel T.
SCOPUS_ID:85055410232,10.1111/jdv.14861,2018,,Passeron T.
SCOPUS_ID:85055411378,10.1038/s41598-018-34185-1,2018,,Damilano B.|Vezian S.|Massies J.
SCOPUS_ID:85055413576,10.3390/rs10101668,2018,,Ouerghemmi W.|Gadal S.
SCOPUS_ID:85055424189,10.4000/JSA.15709,2018,"Halloy A.|Laboratoire d'Anthropologie et de Psychologie Cliniques, Cognitives et Sociales",Halloy A.
SCOPUS_ID:85055440592,10.1111/obes.12237,2018,,Francesco V.
SCOPUS_ID:85055447018,10.1038/s41467-018-06809-7,2018,,Barik J.|Mouska X.|Contesse T.|Broussot L.|Marie H.|Fernandez S.P.
SCOPUS_ID:85055447170,10.1007/978-3-030-01225-0_28,2018,,Flamary R.
SCOPUS_ID:85055469974,10.1109/ICTON.2018.8473736,2018,,Kaiser F.|Ngah L.A.|Fedrici B.|Drauria V.|Labonté L.|Tanzilli S.|Alibart O.
SCOPUS_ID:85055490681,10.1109/ICTON.2018.8473929,2018,,Genevet P.
SCOPUS_ID:85055507246,10.1117/12.2320307,2018,,Genevet P.
SCOPUS_ID:85055514032,10.11613/BM.2018.030702,2018,,Jean-Baptiste E.|Panaïa-Ferrari P.|Raffort J.|Moratal C.|Lareyre F.|Chinetti G.|Hassen-Khodja R.
SCOPUS_ID:85055566572,10.1515/rams-2018-0023,2018,,Marins J.A.
SCOPUS_ID:85055582425,10.1016/j.dam.2018.09.021,2019,,Moataz F.Z.|Bermond J.C.
SCOPUS_ID:85055588565,10.1109/ICTON.2018.8473893,2018,,Coudert D.
SCOPUS_ID:85055591056,10.1080/10749357.2018.1536023,2019,,Gerus P.|Souissi H.|Zory R.
SCOPUS_ID:85055593101,10.1128/mBio.01328-18,2018,,Lamy B.
SCOPUS_ID:85055614767,10.1007/978-1-4939-8894-5_5,2019,,Gilson E.|Pisano S.
SCOPUS_ID:85055618485,10.1093/nar/gky688,2018,,Doucet A.J.
SCOPUS_ID:85055618709,10.1039/c8cc05176c,2018,,Den Auwer C.
SCOPUS_ID:85055630810,10.1007/978-3-319-75913-5_12,2018,"Laffineur C.|Groupe de Recherche en Droit, Économie et Gestion",Laffineur C.
SCOPUS_ID:85055634346,10.1371/journal.ppat.1007348,2018,,Payré C.|Lambeau G.
SCOPUS_ID:85055650458,10.1364/OPTICA.5.001322,2018,,Kaiser R.|Labeyrie G.
SCOPUS_ID:85055650939,10.1038/s42005-018-0034-3,2018,,Kaiser R.|Labeyrie G.
SCOPUS_ID:85055655527,10.1111/joie.12167,2018,,McCabe M.J.
SCOPUS_ID:85055669481,10.1051/0004-6361/201833127,2018,,Guillot T.
SCOPUS_ID:85055672516,10.1016/j.ceb.2018.10.002,2019,,Kovacs D.|Mesmin B.
SCOPUS_ID:85055672979,10.3389/fmars.2018.00387,2018,,Dani V.|Sabourault C.
SCOPUS_ID:85055673126,10.1088/1538-3873/aad8ed,2018,,Martinache F.
SCOPUS_ID:85055683797,10.1088/1361-6463/aadfab,2018,,Portail M.
SCOPUS_ID:85055687515,10.1080/09583157.2018.1540030,2019,,Fatnassi H.|Ottenwaelder L.|Touzeau S.|Suay R.|Paris B.|Van Oudenhove L.|Bresch C.|Carlesso L.|Mailleret L.|Poncet C.|Parolin P.
SCOPUS_ID:85055690613,10.1103/PhysRevB.98.155142,2018,,Batrouni G.G.
SCOPUS_ID:85055699970,10.1109/TRO.2018.2864788,2018,,Allibert G.
SCOPUS_ID:85055703682,10.1080/14614103.2018.1538088,2021,,Vidal-Matutano P.
SCOPUS_ID:85055704577,10.24963/ijcai.2018/818,2018,Villata S.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Villata S.
SCOPUS_ID:85055719207,10.1021/acs.jpca.8b08037,2018,,Raufaste C.|Darmanin T.|Ramos Chagas G.|Amigoni S.|Celestini F.|Guittard F.
SCOPUS_ID:85055727059,10.1145/3240925.3240943,2018,,König A.|Robert P.
SCOPUS_ID:85055737514,10.1215/00127094-2018-0032,2018,,Parusiński A.
SCOPUS_ID:85055776349,10.3389/fevo.2018.00173,2018,,Damien M.
SCOPUS_ID:85055805587,10.1038/s41598-018-34742-8,2018,,Rolland L.
SCOPUS_ID:85055816391,10.23919/URSI-AT-RASC.2018.8471567,2018,,Cueille M.|Dubard J.L.|Makhlouf O.|Saintier D.
SCOPUS_ID:85055818565,10.3390/molecules23071768,2018,,Fneich H.|Blanc W.
SCOPUS_ID:85055821013,10.1364/OE.26.028376,2018,,Boucaud P.
SCOPUS_ID:85055834400,10.23919/URSI-AT-RASC.2018.8471381,2018,,Ferrero F.|Lizzi L.
SCOPUS_ID:85055862179,10.1051/lhb/2018023,2018,,Abily M.|Gourbesville P.
SCOPUS_ID:85055883215,10.1111/maps.13131,2018,,Michel P.|Ganino C.|Libourel G.|Tottereau O.
SCOPUS_ID:85055892523,10.1027/0269-8803/a000181,2018,,Baier S.
SCOPUS_ID:85055902820,10.1130/G45285.1,2018,,Ratzov G.|Dano A.|Hernández M.J.|Michaud F.|Khaoulani A.|Stoll Y.|Collot J.Y.
SCOPUS_ID:85055903134,10.1016/j.icarus.2018.10.019,2019,,Gonçalves I.|Schmider F.X.|Mékarnia D.|Guillot T.|Rivet J.P.
SCOPUS_ID:85055912861,10.1016/j.jbusres.2018.10.038,2019,,Hanine S.
SCOPUS_ID:85055916488,10.1016/j.chroma.2018.10.044,2018,,Michel T.|Clément Chami M.|Fernandez X.
SCOPUS_ID:85055921953,10.1038/s41377-018-0084-z,2018,,Zuniga-Perez J.|Leroux M.|Deparis C.
SCOPUS_ID:85055962038,10.1007/s00190-018-1209-0,2019,,Barlier F.|Exertier P.
SCOPUS_ID:85055966164,10.1007/s00408-018-0173-z,2019,,Marquette C.H.
SCOPUS_ID:85055970377,10.1016/j.apnum.2018.10.009,2019,,Simeoni C.
SCOPUS_ID:85055985206,10.1016/j.jcp.2018.10.040,2019,,Lebeau G.
SCOPUS_ID:85055988823,10.1016/j.dam.2018.09.014,2019,,Bensmail J.
SCOPUS_ID:85055992832,10.1007/s00477-018-1627-9,2018,,Ma Q.
SCOPUS_ID:85056080619,10.1002/ffj.3477,2019,,Lemière G.|Lempenauer L.|Appleson T.|Duñach E.
SCOPUS_ID:85056083227,10.1051/0004-6361/201833477,2018,,Carry B.|Michel P.|Tanga P.
SCOPUS_ID:85056084016,10.1097/CCM.0000000000002796,2018,,Ichai C.
SCOPUS_ID:85056089424,10.1051/0004-6361/201832817,2018,,Abe L.|Matter A.|Martinez P.|Lagadec E.|La Camera A.|Millour F.|Soulain A.|Lopez B.|Carbillet M.
SCOPUS_ID:85056093119,10.1127/entomologia/2018/0749,2018,,Desneux N.
SCOPUS_ID:85056097869,10.1088/1367-2630/aae512,2018,,Chetrite R.
SCOPUS_ID:85056099515,10.1038/s41467-018-06768-z,2018,,Zaragosi L.E.|Paquet A.|Deprez M.|Mercey O.|Pons N.|Ruiz-Garcia S.|Gay A.S.|Marcet B.|Barbry P.|Ponzio G.
SCOPUS_ID:85056100806,10.1007/s00603-018-1641-8,2019,,Michel P.|Ambre J.|Chemenda A.|Tran T.P.H.|Bouissou S.
SCOPUS_ID:85056101826,10.1038/s41598-018-34821-w,2018,,Desneux N.
SCOPUS_ID:85056111428,10.1051/0004-6361/201833284,2018,,Schultheis M.
SCOPUS_ID:85056113450,10.1017/S0016756818000717,2019,Homonnay E.|Le Laboratoire Géoazur,Homonnay E.|El Bakili A.|Lardeaux J.M.|Corsini M.
SCOPUS_ID:85056114215,10.1364/OL.43.005367,2018,,Camelin P.|Verschelde A.|Huyet G.|Giudici M.
SCOPUS_ID:85056116142,10.1080/10643389.2018.1477417,2018,,Papaiconomou N.
SCOPUS_ID:85056134461,10.1109/EMCEurope.2018.8485093,2018,,Richter M.|Oubaha K.|Mortessagne F.|Legrand O.|Kuhl U.
SCOPUS_ID:85056134895,10.1007/s40888-018-0129-z,2018,"Costantini V.|Groupe de Recherche en Droit, Économie et Gestion",Costantini V.
SCOPUS_ID:85056141746,10.3166/RIA.32.287-312,2018,,Gandon F.|Cabrio E.|Zucker C.F.|Dhouib M.T.
SCOPUS_ID:85056141793,10.1038/s41590-018-0226-8,2018,,Pouyssegur J.
SCOPUS_ID:85056144199,10.1038/s41436-018-0350-8,2019,,Paquis-Flucklinger V.|Bannwarth S.
SCOPUS_ID:85056144920,10.1007/s10569-018-9868-y,2018,,Spoto F.
SCOPUS_ID:85056145632,10.1051/0004-6361/201833224,2018,,Kordopatis G.
SCOPUS_ID:85056170048,10.1016/j.cortex.2018.09.026,2018,,Robert P.
SCOPUS_ID:85056189403,10.1111/cmi.12963,2019,,Ghugtyal V.|Weiner A.|Orange F.|Lacas-Gervais S.|Arkowitz R.|Bassilana M.
SCOPUS_ID:85056194745,10.1103/PhysRevD.98.088501,2018,Chauvineau B.|Laboratoire Joseph-Louis Lagrange,Chauvineau B.
SCOPUS_ID:85056207819,10.1109/INFOCOM.2018.8485954,2018,,Aparicio-Pardo R.|Sassatelli L.|Calvigioni G.
SCOPUS_ID:85056233390,10.1051/0004-6361/201832952,2018,,Nardetto N.|Meilland A.|Bonneau D.|Clausse J.M.|Mourard D.
SCOPUS_ID:85056241933,10.1051/0004-6361/201731386,2018,,Bailet C.|Meilland A.|Millour F.|Martinod M.A.|Clausse J.M.|Bério P.|Dejonghe J.|Mourard D.|Bresson Y.
SCOPUS_ID:85056245781,10.1088/1742-6596/1092/1/012034,2018,,Chauveau J.M.|Genevet P.|Ferraro M.|Giudici M.
SCOPUS_ID:85056248407,10.1371/journal.pone.0206498,2018,,Massiera B.|Corrion K.|D’Arripe-Longueville F.|Bergamaschi A.|Morin J.
SCOPUS_ID:85056258208,10.1051/0004-6361/201833853,2018,,Cappi A.
SCOPUS_ID:85056260509,10.1103/PhysRevMaterials.2.060401,2018,,Rennesson S.|Semond F.
SCOPUS_ID:85056267281,10.1083/jcb.201805071,2018,,Mondin M.|Planas-Botey C.|Awina H.|Gagnoux-Palacios L.|Borgese F.|Rossin A.
SCOPUS_ID:85056276514,10.1017/cnj.2018.9,2018,,Ben Hamed M.
SCOPUS_ID:85056286606,10.1016/j.epsl.2018.10.044,2019,Rolland Y.|Le Laboratoire Géoazur,Rolland Y.|Duclaux G.
SCOPUS_ID:85056327922,10.3389/fimmu.2018.02567,2018,,Wakkach A.|Ibáñez L.|Madel M.B.|Blin-Wakkach C.|Rouleau M.
SCOPUS_ID:85056350821,10.1007/s11704-018-7054-8,2020,,Mallet F.
SCOPUS_ID:85056353010,10.1098/rsta.2018.0027,2018,,Coullet P.|Mora F.
SCOPUS_ID:85056353065,10.1098/rsta.2017.0382,2018,,Bortolozzo U.|Residori S.
SCOPUS_ID:85056362332,10.1038/s41598-018-34750-8,2018,,Bendahhou S.
SCOPUS_ID:85056406871,10.3390/galaxies6030083,2018,Rubin J.L.|Institut de Physique de Nice,Rubin J.L.
SCOPUS_ID:85056413670,10.3390/galaxies6040108,2018,,Lagadec E.
SCOPUS_ID:85056418671,10.1002/rsa.20804,2019,,Mitsche D.
SCOPUS_ID:85056430665,10.3390/galaxies6040111,2018,Rubin J.L.|Institut de Physique de Nice,Rubin J.L.
SCOPUS_ID:85056484496,10.1016/j.eurpolymj.2018.11.003,2019,,Darmanin T.|Guittard F.
SCOPUS_ID:85056511149,10.1051/0004-6361/201834091,2018,,Carry B.|Michel P.|Grice J.|Tanga P.
SCOPUS_ID:85056512734,10.1051/0004-6361/201832847,2018,,Martinache F.
SCOPUS_ID:85056512810,10.1109/IJCNN.2018.8489241,2018,,Miramond B.|Khacef L.|Abderrahmane N.
SCOPUS_ID:85056536154,10.1249/MSS.0000000000001735,2018,,Blain G.M.
SCOPUS_ID:85056542538,10.1093/mnras/sty017,2018,,Delbo' M.|Fienga A.
SCOPUS_ID:85056546576,10.1016/j.kint.2018.09.011,2018,,Massa F.|Schedl A.
SCOPUS_ID:85056571056,10.1093/gji/ggy266,2018,d'Avila M.P.S.|Laboratoire de Mathématiques J.A. Dieudonné,d'Avila M.P.S.
SCOPUS_ID:85056578737,10.1109/LGRS.2018.2878394,2019,,Richard C.
SCOPUS_ID:85056579125,10.1109/TAES.2018.2881354,2019,Tang Z.|Laboratoire D'informatique Signaux et Systèmes de Sophia-Antipolis,Tang Z.|Hamel T.
SCOPUS_ID:85056586079,10.1016/j.spp.2018.09.012,2018,,Orrado I.
SCOPUS_ID:85056602065,10.1063/1.5080082,2018,,Cassam-Chenaï P.
SCOPUS_ID:85056608760,10.1093/gji/ggy264,2018,,Deschamps A.
SCOPUS_ID:85056609072,10.1109/LAWP.2018.2881555,2019,,Pichot C.
SCOPUS_ID:85056652586,10.1111/fme.12321,2018,,Di Franco A.|Ben Lamine E.|Francour P.
SCOPUS_ID:85056660541,10.7717/peerj.5937,2018,,Morin J.
SCOPUS_ID:85056693559,10.1145/3274192.3274229,2018,,Galy E.
SCOPUS_ID:85056707533,10.1038/s41598-018-35429-w,2018,,Schaub S.|Rekima S.|Raffort J.|Moratal C.|Moratal C.|Arrighi N.|Chinetti G.|Dechesne C.A.|Dani C.
SCOPUS_ID:85056734305,10.1038/s41467-018-07268-w,2018,,de la Ballina L.R.|Tissot F.S.|Tosello L.|Pisano S.|Estrach S.|Cailleteau L.|Boulter E.|Féral C.C.
SCOPUS_ID:85056738270,10.1090/jag/713,2019,,Parusiński A.
SCOPUS_ID:85056741012,10.1007/s12220-018-00112-z,2019,,Rigot S.
SCOPUS_ID:85056750698,10.1051/0004-6361/201833082,2018,,Chelli A.
SCOPUS_ID:85056775364,10.5547/01956574.39.6.pbou,2018,,Bougette P.|Charlier C.
SCOPUS_ID:85056778714,10.1051/0004-6361/201731068,2018,,Guillot T.
SCOPUS_ID:85056804893,10.1051/0004-6361/201732568,2018,,Schultheis M.
SCOPUS_ID:85056807747,10.1109/CCTA.2018.8511594,2018,,Hamel T.|Samson C.
SCOPUS_ID:85056828342,10.1051/0004-6361/201833782,2018,,Guiglion G.|De Laverny P.|Recio-Blanco A.
SCOPUS_ID:85056832661,10.1109/IRMMW-THz.2018.8509996,2018,,Luxey C.|Lacombe E.|Goncalves C.B.
SCOPUS_ID:85056839182,10.1109/CCTA.2018.8511387,2018,,Hua M.|Allibert G.
SCOPUS_ID:85056850182,10.1002/ejoc.201801338,2019,,Uehara A.|Olivero S.|Duñach E.
SCOPUS_ID:85056860937,10.1145/3270112.3270121,2018,,Mosser S.
SCOPUS_ID:85056875603,10.5194/esurf-6-1059-2018,2018,,Lebourg T.
SCOPUS_ID:85056884349,10.1145/3270112.3270129,2018,,Mosser S.
SCOPUS_ID:85056894032,10.1002/pssa.201800383,2018,,Pourcher T.
SCOPUS_ID:85056898834,10.1021/acsearthspacechem.8b00120,2018,,Van Den Ende M.
SCOPUS_ID:85056905155,10.1109/RE.2018.00076,2018,,Mosser S.
SCOPUS_ID:85056909878,10.1145/3270112.3270116,2018,,Mosser S.
SCOPUS_ID:85056988386,10.14321/nortafristud.17.2.0005,2017,,Bonacci G.
SCOPUS_ID:85056998032,10.1002/adma.201805555,2019,,Genevet P.|Bhumkar P.|Sawant R.|Ni P.
SCOPUS_ID:85057000165,10.1109/CPEM.2018.8501087,2018,,Michon A.|Dagher R.
SCOPUS_ID:85057004017,10.1029/2018JE005563,2019,,Carry B.
SCOPUS_ID:85057009396,10.1016/j.jedc.2018.11.002,2019,,Arouri M.
SCOPUS_ID:85057032821,10.4000/mediterranee.8573,2017,,Bertoldo R.
SCOPUS_ID:85057036481,10.1016/j.spl.2018.11.003,2019,,Reynaud-Bouret P.|Hodara P.
SCOPUS_ID:85057051410,10.1016/j.lithos.2018.08.005,2018,,Favier A.|Verati C.|Lardeaux J.M.|Corsini M.
SCOPUS_ID:85057079902,10.21037/tlcr.2018.08.04,2018,,Heeke S.|Hofman P.
SCOPUS_ID:85057080461,10.1096/fj.201800407RR,2019,,Lesage F.
SCOPUS_ID:85057081704,10.5427/jsing.2018.18h,2018,,Dimca A.
SCOPUS_ID:85057110156,10.1016/j.precamres.2018.11.007,2019,,Duclaux G.
SCOPUS_ID:85057133425,10.21037/tlcr.2018.08.06,2018,,Ilie M.|Hofman P.
SCOPUS_ID:85057140285,10.1126/science.aat8642,2018,,Spéder P.|Lebreton G.|Cerezo D.|Géminard C.|Noselli S.|Lapraz F.
SCOPUS_ID:85057140733,10.1117/12.2502600,2018,,Blanc W.
SCOPUS_ID:85057147390,10.1016/j.polymer.2018.10.054,2018,Guigo N.|Institut de Chimie de Nice,Guigo N.|Martino L.|Menager C.|Sbirrazzuoli N.
SCOPUS_ID:85057163144,10.3233/JAD-180043,2018,"Ramzaoui H.|Laboratoire d'Anthropologie et de Psychologie Cliniques, Cognitives et Sociales",Ramzaoui H.|Faure S.
SCOPUS_ID:85057165193,10.1093/mnras/sty2193,2018,,Suárez O.|Niccolini G.
SCOPUS_ID:85057186716,10.1093/mnras/sty2621,2019,,Hello Y.|Deschamps A.
SCOPUS_ID:85057194968,10.1007/s13593-018-0539-x,2018,,Desneux N.
SCOPUS_ID:85057203283,10.1093/mnrasl/sly177,2019,,Suárez O.
SCOPUS_ID:85057210321,10.1016/j.jctb.2018.11.005,2019,,Lochet W.
SCOPUS_ID:85057219721,10.3847/1538-4357/aae8e7,2018,,Bernard E.
SCOPUS_ID:85057234043,10.1093/bib/bbx063,2017,,Repetto E.|Bottini S.|Pratella D.|Grandjean V.|Trabucchi M.
SCOPUS_ID:85057241069,10.1016/j.tranon.2018.10.014,2019,,Bertolotto C.|Ballotti R.
SCOPUS_ID:85057242111,10.1051/0004-6361/201731880,2018,,Maurogordato S.
SCOPUS_ID:85057271320,10.1080/17461391.2018.1542032,2019,,Morin J.
SCOPUS_ID:85057280308,10.1051/0004-6361/201731606,2018,,Maurogordato S.|Ricci M.
SCOPUS_ID:85057300131,10.1051/0004-6361/201834251,2018,,Mary D.
SCOPUS_ID:85057301216,10.1051/0004-6361/201732336,2018,,Ferrari C.
SCOPUS_ID:85057302580,10.1049/cp.2018.0408,2018,,Sadaoui L.|Kossiavas G.|Staraj R.
SCOPUS_ID:85057307401,10.1051/0004-6361/201832974,2018,,Ricci M.
SCOPUS_ID:85057308030,10.1051/0004-6361/201731321,2018,,Maurogordato S.
SCOPUS_ID:85057309194,10.1051/0004-6361/201732332,2018,,Lagadec E.|Potiron P.J.
SCOPUS_ID:85057313609,10.1051/0004-6361/201832989,2018,,Adam R.|Maurogordato S.|Ricci M.|Benoist C.|Cappi A.
SCOPUS_ID:85057315092,10.1049/cp.2018.0893,2018,,Ferrero F.|Lizzi L.|Khalifeh R.
SCOPUS_ID:85057318664,10.1684/mte.2018.0712,2018,,Fénichel P.
SCOPUS_ID:85057321445,10.1051/0004-6361/201732507,2018,,Maurogordato S.
SCOPUS_ID:85057324217,10.1051/0004-6361/201832972,2018,,Ferrari C.|Benoist C.
SCOPUS_ID:85057324458,10.1684/mte.2018.0716,2018,,Fénichel P.|Chevalier N.
SCOPUS_ID:85057329565,10.1049/cp.2018.0915,2018,,Ferrero F.
SCOPUS_ID:85057329819,10.1051/0004-6361/201833238,2018,,Maurogordato S.|Cappi A.
SCOPUS_ID:85057330387,10.3389/fpsyg.2018.02369,2018,,Radel R.|Tempest G.D.
SCOPUS_ID:85057331959,10.1051/0004-6361/201834022,2018,,Maurogordato S.
SCOPUS_ID:85057332142,10.1051/0004-6361/201730709,2018,,Maurogordato S.
SCOPUS_ID:85057334282,10.1051/0004-6361/201834058,2018,,Creevey O.
SCOPUS_ID:85057338861,10.1051/0004-6361/201833450,2018,,Bouchaud K.|Domiciano De Souza A.
SCOPUS_ID:85057341078,10.1002/cssc.201802066,2018,Guigo N.|Institut de Chimie de Nice,Guigo N.|Sangregorio A.|Sbirrazzuoli N.
SCOPUS_ID:85057342954,10.1684/mte.2018.0718,2018,Fénichel P.|Centre Méditerranéen de Médecine Moléculaire,Fénichel P.
SCOPUS_ID:85057366159,10.1016/j.jcrysgro.2018.11.029,2019,,Nemoz M.|Comyn R.|Portail M.|Tottereau O.|Frayssinet E.|Cordier Y.
SCOPUS_ID:85057369772,10.1016/j.ekir.2018.10.005,2019,,Tran A.
SCOPUS_ID:85057370198,10.1016/j.geb.2018.11.006,2019,"Hanaki N.|Groupe de Recherche en Droit, Économie et Gestion",Hanaki N.
SCOPUS_ID:85057436463,10.1088/1757-899X/443/1/012024,2018,,Neradovskiy M.|Neradovskaia E.|De Micheli M.|Baldil P.
SCOPUS_ID:85057441459,10.1016/j.tig.2018.10.006,2019,Trabucchi M.|Centre Méditerranéen de Médecine Moléculaire,Trabucchi M.
SCOPUS_ID:85057478968,10.1038/s41586-018-0731-9,2018,,Millour F.
SCOPUS_ID:85057490329,10.1017/S136510051700092X,2019,,Jobert T.|Tykhonenko A.
SCOPUS_ID:85057498399,10.1002/ejoc.201801443,2018,Michelet V.|Institut de Chimie de Nice,Michelet V.
SCOPUS_ID:85057550043,10.1038/s41598-018-36021-y,2018,,Di Franco A.|Plass-Johnson J.|Giakoumi S.|Scianna C.|Guidetti P.
SCOPUS_ID:85057551001,10.1051/0004-6361/201833234,2018,,Spoto F.|Tanga P.
SCOPUS_ID:85057557708,10.1053/j.gastro.2018.08.026,2018,,Anty R.
SCOPUS_ID:85057566229,10.2147/NDT.S170165,2018,,Roulot M.|Heurteaux C.|Borsotto M.|Mazella J.
SCOPUS_ID:85057598600,10.1021/acssuschemeng.8b03971,2018,,Mija A.|Muralidhara A.|Tosi P.|Sbirrazzuoli N.
SCOPUS_ID:85057614162,10.1038/s41598-018-35626-7,2018,,Ris N.
SCOPUS_ID:85057629124,10.1007/s10686-018-9596-z,2018,,Nunez P.D.|Xie Z.|Mourard D.|Labeyrie A.
SCOPUS_ID:85057629712,10.17660/ActaHortic.2018.1219.49,2018,,Van Ghelder C.|Esmenjaud D.
SCOPUS_ID:85057712036,10.1007/s10340-018-1066-x,2019,,Lavoir A.V.|Desneux N.
SCOPUS_ID:85057716149,10.4000/books.aaccademia.3111,2018,,Villata S.|Cabrio E.
SCOPUS_ID:85057718506,10.1085/jgp.201812179,2018,,Heurteaux C.
SCOPUS_ID:85057718908,10.1127/entomologia/2018/0739,2018,,Desneux N.
SCOPUS_ID:85057724532,10.3390/molecules23123206,2018,,Costa R.|Hory N.
SCOPUS_ID:85057730653,10.1016/j.celrep.2018.11.083,2018,,Gilleron J.|Yvan-Charvet L.|Djedaini M.|Ivanov S.|Dumas K.|Ceppo F.|Bouget G.|Vergoni B.|Meziat C.|Jacquel A.|Cormont M.|Tanti J.F.
SCOPUS_ID:85057739558,10.1002/mcf2.10036,2018,,Di Franco A.|Guidetti P.
SCOPUS_ID:85057740504,10.1103/PhysRevLett.121.231101,2018,,Courde C.
SCOPUS_ID:85057744599,10.1051/0004-6361/201833228,2018,,Kordopatis G.
SCOPUS_ID:85057750562,10.1007/s00198-018-4793-1,2019,,Breuil V.
SCOPUS_ID:85057775869,10.3847/2041-8213/aaeecf,2018,,Hello Y.|Deschamps A.
SCOPUS_ID:85057776624,10.1103/PhysRevLett.121.220402,2018,,Vignolo P.
SCOPUS_ID:85057803979,10.1109/TNET.2018.2880797,2019,"Pegatoquet A.|Laboratoire D'électronique, Antennes et Télécommunications",Pegatoquet A.
SCOPUS_ID:85057805842,10.1029/2018GL080728,2018,,Wieczorek M.
SCOPUS_ID:85057849332,10.1177/0003319718771249,2019,,Jean-Baptiste E.|Raffort J.|Lareyre F.|Hassen-Khodja R.
SCOPUS_ID:85057853390,10.1002/iub.1975,2019,,Dani C.
SCOPUS_ID:85057872917,10.3847/1538-4357/aae9df,2018,,Kordopatis G.
SCOPUS_ID:85057895412,10.1209/0295-5075/124/20001,2018,,Chetrite R.
SCOPUS_ID:85057999090,10.1103/PhysRevFluids.3.114303,2018,,Peters F.|Lemaire E.|Blanc F.|D'Ambrosio E.|Lobry L.
SCOPUS_ID:85058009252,10.1111/bjd.16897,2019,,Tulic M.K.|Passeron T.
SCOPUS_ID:85058028195,10.1190/geo2018-0112.1,2019,,Tavakoli F. B.|Operto S.|Ribodetti A.
SCOPUS_ID:85058034829,10.1002/anie.201809539,2019,,Thomas O.P.|Tribalat M.A.|Silva S.B.L.
SCOPUS_ID:85058046987,10.1186/s12872-018-0973-3,2018,,Radel R.|Bailly L.|Fournier M.|Fabre R.|Pradier C.|D'Arripe-Longueville F.
SCOPUS_ID:85058060567,10.1016/j.jaridenv.2018.11.005,2019,,Braemer F.|Davtian G.
SCOPUS_ID:85058088947,10.1021/acsomega.8b02681,2018,,Becquart C.|Azoulay S.|Duca M.|Di Giorgio A.
SCOPUS_ID:85058093927,10.1177/1754337117751730,2018,,Morin J.
SCOPUS_ID:85058098304,10.1093/gji/ggy429,2019,,Ampuero J.P.
SCOPUS_ID:85058105401,10.1007/s10801-018-0859-6,2019,Dimca A.|Laboratoire de Mathématiques J.A. Dieudonné,Dimca A.
SCOPUS_ID:85058108137,10.1016/j.cities.2018.11.025,2019,Araldi A.|Étude des Structures et des Processus d’Adaptation et des Changements de l’Espace,Araldi A.|Fusco G.
SCOPUS_ID:85058118092,10.1109/LSP.2018.2885227,2019,,Favier G.
SCOPUS_ID:85058131189,10.1007/978-981-10-7218-5_19,2018,,Delestre O.|Du M.|Zavattero E.|Gourbesville P.
SCOPUS_ID:85058143823,10.1111/ele.13192,2019,,Vercken E.|Mailleret L.|Assa C.R.
SCOPUS_ID:85058160224,10.4000/rei.6903,2018,"Bleuel P.|Groupe de Recherche en Droit, Économie et Gestion",Bleuel P.
SCOPUS_ID:85058167312,10.1051/0004-6361/201833197,2018,,Carry B.|Spoto F.|Mignard F.|Tanga P.
