source_doi,dsm_oa_classification,dsm_splash_url,dsm_policy_preprint,dsm_policy_postprint,dsm_policy_published,dsm_romeo_id
10.1371/journal.pone.0231609,OA,doi.org,can,can,can,112
10.1051/0004-6361/201936641,OK,"doi.org,orcid.org",can,can,can,1326
10.1109/LCSYS.2020.3004754,OK,doi.org,can,can,cannot,38
10.1016/j.gexplo.2020.106615,OK,doi.org,can,can,cannot,30.0
10.1093/MOLBEV/MSAA098,OK,doi.org,can,restricted,cannot,2168.0
10.1109/ICASSP40776.2020.9054024,OK,doi.org,can,can,cannot,38.0
10.1007/s40692-020-00172-7,OK,doi.org,can,can,cannot,3298.0
10.1051/0004-6361/202037571,OK,doi.org,can,can,can,1326.0
10.1051/0004-6361/202038055,OK,"doi.org,orcid.org",can,can,can,1326.0
10.1111/imb.12665,OK,doi.org,can,restricted,cannot,2050.0
10.1007/978-3-030-43469-4_9,OK,doi.org,can,can,cannot,74.0
10.3389/fmicb.2020.01807,OA,doi.org,can,can,can,600.0
10.1103/PhysRevE.102.010201,OK,doi.org,can,can,can,10
10.4230/LIPIcs.ICALP.2020.125,OA,doi.org,can,can,can,2240
10.1016/j.quaint.2020.06.038,OK,doi.org,can,can,cannot,30
10.1007/s10346-020-01504-5,OK,doi.org,can,can,cannot,3298
10.1111/brv.12641,OK,doi.org,can,restricted,cannot,2050
10.1007/s11365-020-00696-5,OK,doi.org,can,can,cannot,74
10.1038/s41467-020-17800-6,OA,doi.org,can,can,can,3287
10.1111/ene.14446,OK,doi.org,can,restricted,cannot,2050
10.1016/j.jep.2020.113147,OK,doi.org,can,can,cannot,30
10.1002/lpor.201900445,UNK,doi.org,cannot,restricted,cannot,79
10.1038/s41467-020-17882-2,OA,doi.org,can,can,can,3287
10.1051/0004-6361/202038269,OK,doi.org,can,can,can,1326
10.3390/ijms21165723,OA,doi.org,can,can,can,487
10.1038/s41389-020-00259-x,OK,doi.org,can,can,can,3292
10.1007/978-3-030-54921-3_15,OK,doi.org,can,can,cannot,74
10.1109/ICC40277.2020.9148871,OK,doi.org,can,can,cannot,38
10.1051/swsc/2020032,OK,doi.org,can,can,can,137
10.1016/j.optlastec.2020.106523,OK,doi.org,can,can,cannot,30
10.1126/science.abc7239,OK,doi.org,can,can,cannot,3
10.1007/s10340-020-01271-1,OK,doi.org,can,can,cannot,74
10.1142/S0218271816500668,OK,doi.org,can,restricted,cannot,155
10.1172/JCI84518,OA,"europepmc.org,hal.sorbonne-universite.fr,www.ncbi.nlm.nih.gov,www.researchgate.net,doi.org,orcid.org,digitalcommons.wustl.edu",can,can,can,15
10.1016/j.tcs.2015.12.012,OK,"arxiv.org,hal.inria.fr,www.researchgate.net,doi.org,www.math.ryerson.ca",can,can,cannot,30
10.1016/j.jpeds.2016.03.070,OK,doi.org,can,can,cannot,2823
10.1080/08869634.2016.1149291,UNK,"doi.org,orcid.org",unknown,unknown,unknown,journal
10.1186/s13059-016-0952-x,OA,"dx.doi.org,doi.org,www.repository.cam.ac.uk,www.ncbi.nlm.nih.gov",can,can,can,22
10.1016/j.nut.2016.01.019,OK,"archive-ouverte.unige.ch,www.researchgate.net,doi.org,orcid.org,hdl.handle.net",can,can,cannot,2823
10.4267/2042/58977,OA,"doi.org,www.researchgate.net",can,can,can,140
10.1093/schbul/sbw002,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov,orcid.org",can,can,cannot,1476
10.1093/ecco-jcc/jjv224,OA,"europepmc.org,doi.org,www.ncbi.nlm.nih.gov",can,can,cannot,1475
10.1109/ICC.2018.8422774,OK,doi.org,can,can,cannot,38.0
10.1109/ICC.2018.8422744,OK,"hal.inria.fr,doi.org",can,can,cannot,38.0
10.1109/ICC.2018.8422954,OK,doi.org,can,can,cannot,38.0
10.1093/mnras/sty1645,OA,"arxiv.org,doi.org",can,can,can,1530.0
10.3847/1538-3881/aaccf7,OA,doi.org,can,can,can,129.0
10.1016/j.biocon.2018.07.023,OK,doi.org,can,can,cannot,30.0
10.1016/j.jtbi.2018.07.016,OK,doi.org,can,can,cannot,30.0
10.1038/s41598-018-30739-5,OA,doi.org,can,can,can,3287.0
10.1182/bloodadvances.2018016121,OA,"europepmc.org,doi.org",cannot,cannot,can,2916.0
10.1016/j.indcrop.2020.112863,OK,doi.org,can,can,cannot,30
10.1127/entomologia/2020/0994,OK,doi.org,can,cannot,cannot,749
10.5381/JOT.2020.19.2.A7,OA,doi.org,unknown,unknown,unknown,DOAJ
10.1038/s41467-020-17998-5,OA,doi.org,can,can,can,3287
10.3389/fchem.2020.00585,OA,doi.org,can,can,can,600
10.1021/acs.orglett.0c01344,UNK,doi.org,restricted,restricted,cannot,4
10.3390/BIOMEDICINES8080251,OA,doi.org,can,can,can,487
10.1103/PhysRevResearch.2.022006,OK,doi.org,can,can,can,10
10.1021/acs.biomac.0c00876,UNK,doi.org,restricted,restricted,cannot,4
10.1093/MNRASL/SLAA039,OK,doi.org,can,restricted,cannot,1499
10.3390/COSMETICS7030056,OA,doi.org,can,can,can,487
10.1103/PhysRevE.102.012601,OK,doi.org,can,can,can,10
10.1007/s10340-020-01222-w,OK,doi.org,can,can,cannot,74
10.1038/s41377-020-00351-2,OK,doi.org,can,can,can,3292
10.1038/s41467-020-17773-6,OA,doi.org,can,can,can,3287
10.1090/pspum/097.1/01679,UNK,"arxiv.org,doi.org,hal.archives-ouvertes.fr",unknown,unknown,unknown,journal
10.1161/CIRCRESAHA.119.316398,OK,"doi.org,orcid.org",can,restricted,cannot,209
10.1093/aob/mcaa082,OK,doi.org,can,can,cannot,1474
10.1007/978-3-030-54455-3_3,OK,doi.org,can,can,cannot,74
10.1007/978-981-15-3824-7_9,OK,doi.org,can,can,cannot,74
10.4337/9781788117210.00008,OK,doi.org,can,restricted,cannot,1736
10.1002/mnfr.201900482,OK,doi.org,can,restricted,cannot,2050
10.1039/d0gc01332c,OK,doi.org,can,restricted,cannot,63
10.3390/microorganisms8091263,OA,doi.org,can,can,can,487
10.1109/IWCMC48107.2020.9148106,OK,doi.org,can,can,cannot,38
10.1515/nanoph-2020-0352,OA,doi.org,can,can,can,1851
10.1007/978-3-030-54997-8_8,OK,doi.org,can,can,cannot,74
10.1007/978-3-030-39647-3_13,OK,doi.org,can,can,cannot,74
10.1007/978-3-030-39647-3_47,OK,doi.org,can,can,cannot,74
10.1007/978-3-030-39647-3_41,OK,doi.org,can,can,cannot,74
10.3390/cancers12082052,OA,doi.org,can,can,can,487
10.1016/j.tmaid.2020.101845,OK,doi.org,can,can,cannot,30
10.1016/j.rsma.2020.101407,OK,doi.org,can,can,cannot,30
10.1016/j.marpolbul.2020.111580,OK,doi.org,can,can,cannot,30
10.1016/B978-0-08-100596-5.21620-X,OK,doi.org,can,can,cannot,30
10.1126/SCITRANSLMED.AAX7613,OK,doi.org,can,can,cannot,3
10.1158/0008-5472.CAN-19-0855,OK,doi.org,can,restricted,cannot,204
10.1038/s41598-020-71064-0,OA,doi.org,can,can,can,3287
10.1073/PNAS.1920521117,OK,"doi.org,orcid.org",can,restricted,restricted,94
10.3390/bios10090103,OA,doi.org,can,can,can,487.0
10.4028/www.scientific.net/MSF.1004.132,OK,doi.org,can,can,cannot,303.0
10.1016/j.catcom.2020.106117,OK,doi.org,can,can,cannot,30.0
10.1063/5.0012359,OK,doi.org,can,can,restricted,7.0
10.3390/cells9091925,OA,doi.org,can,can,can,487.0
10.3389/fgene.2020.00887,OA,doi.org,can,can,can,600.0
10.3389/fnins.2020.00637,OA,doi.org,can,can,can,600.0
10.1016/j.compbiolchem.2020.107366,OK,doi.org,can,can,cannot,30.0
10.1016/j.ejvs.2020.06.015,OK,doi.org,can,can,cannot,2823.0
10.1029/2019JB019328,OK,doi.org,can,can,restricted,6
10.1029/2020JE006404,OK,doi.org,can,can,restricted,6
10.1029/2020EA001229,OK,doi.org,can,can,restricted,6
10.3791/61640,UNK,doi.org,unclear,restricted,restricted,617
10.3390/ijms21176091,OA,doi.org,can,can,can,487
10.1029/2019TC006034,OK,doi.org,can,can,restricted,6
10.1029/2019JE006282,OK,doi.org,can,can,restricted,6
10.1007/s10986-020-09491-9,OK,doi.org,can,can,cannot,74
10.1029/2020GL087775,OK,doi.org,can,can,restricted,6
10.1177/0003319720952290,OK,doi.org,can,can,cannot,65
10.1186/s12903-020-01216-1,OA,doi.org,can,can,can,22.0
10.1002/ps.6042,OK,doi.org,can,restricted,cannot,2050.0
10.1051/0004-6361/201833600,OA,"arxiv.org,orcid.org,adsabs.harvard.edu,research-repository.st-andrews.ac.uk,www.researchgate.net,www.aanda.org,air.unimi.it,doi.org,ruj.uj.edu.pl,hdl.handle.net,hal.archives-ouvertes.fr",can,can,can,1326.0
10.1111/nph.16842,OK,doi.org,can,restricted,cannot,2050.0
10.1007/978-3-030-45715-0_3,OK,doi.org,can,can,cannot,74.0
10.1146/annurev-phyto-010820-012722,OK,doi.org,can,cannot,cannot,91.0
10.1016/j.jasrep.2020.102414,OK,"zenodo.org,doi.org,orcid.org",can,can,cannot,30.0
10.1039/d0sc03820b,OA,doi.org,can,can,can,2773.0
10.1021/acs.jpca.0c03034,UNK,doi.org,restricted,restricted,cannot,4.0
10.1099/jgv.0.001417,OK,doi.org,can,can,cannot,69.0
10.1007/978-3-030-57524-3_15,OK,doi.org,can,can,cannot,74.0
10.1016/j.enpol.2020.111866,OK,doi.org,can,can,cannot,30.0
10.1007/s40879-020-00423-y,OK,doi.org,can,can,cannot,3298.0
10.1109/SUM48678.2020.9161062,OK,doi.org,can,can,cannot,38.0
10.1016/j.quascirev.2020.106543,OK,doi.org,can,can,cannot,30.0
10.1155/2020/3608315,OA,doi.org,can,can,can,100.0
10.1007/978-3-030-37031-2_19,OK,doi.org,can,can,cannot,74.0
10.1007/978-3-030-37031-2_21,OK,doi.org,can,can,cannot,74
10.3390/s20185019,OA,doi.org,can,can,can,487
10.1103/PhysRevLett.125.073601,OK,doi.org,can,can,can,10
10.1097/IJG.0000000000001555,OK,doi.org,can,restricted,cannot,48
10.3390/cells9091969,OA,doi.org,can,can,can,487
10.21873/CGP.20205,UNK,doi.org,cannot,restricted,restricted,359
10.1007/978-3-030-37031-2_14,OK,"doi.org,www.researchgate.net",can,can,cannot,74
10.1098/rspb.2020.1493,OK,doi.org,can,can,cannot,62
10.1063/5.0017900,OK,doi.org,can,can,restricted,7
10.1364/OL.397840,OK,doi.org,can,can,cannot,108
10.1094/PHYTO-01-20-0008-R,OK,doi.org,can,cannot,cannot,326.0
10.3390/ijms21176362,OA,doi.org,can,can,can,487.0
10.1039/d0py00688b,OK,doi.org,can,restricted,cannot,63.0
10.1016/j.avsg.2020.07.015,OK,doi.org,can,can,cannot,2823.0
10.1051/0004-6361/201936496,OK,doi.org,can,can,can,1326.0
10.1063/1.5140561,OK,doi.org,can,can,restricted,7.0
10.1016/j.celrep.2020.108116,OA,doi.org,can,can,can,1468.0
10.1007/s00332-020-09650-9,OK,doi.org,can,can,cannot,74.0
10.1002/ccr3.1593,OA,doi.org,unclear,can,can,1760.0
10.1016/j.otsr.2018.04.025,OK,doi.org,can,can,cannot,265.0
10.1111/cgf.13372,OK,"hal.inria.fr,doi.org",can,restricted,cannot,2050.0
10.2106/JBJS.16.01122,OK,doi.org,can,restricted,cannot,48.0
10.1051/0004-6361/201732476,OK,"arxiv.org,doi.org,orcid.org",can,can,can,1326.0
10.1051/0004-6361/201832973,OK,"arxiv.org,www.aanda.org,doi.org,orcid.org",can,can,can,1326.0
10.1016/j.brachy.2018.07.016,OK,doi.org,can,can,cannot,2823.0
10.1038/s41590-020-0768-4,OK,doi.org,can,restricted,cannot,3286
10.1016/j.jhep.2020.05.052,OK,doi.org,can,can,cannot,30
10.1109/MMS48040.2019.9157285,OK,doi.org,can,can,cannot,38
10.1109/MMS48040.2019.9157327,OK,doi.org,can,can,cannot,38
10.1109/MMS48040.2019.9157276,OK,doi.org,can,can,cannot,38
10.1109/MMS48040.2019.9157278,OK,doi.org,can,can,cannot,38
10.1109/MMS48040.2019.9157289,OK,doi.org,can,can,cannot,38
10.1109/MMS48040.2019.9157258,OK,doi.org,can,can,cannot,38
10.1016/j.jbusvent.2019.105983,OK,doi.org,can,can,cannot,30
10.1007/s11214-020-00692-9,OK,doi.org,can,can,cannot,74
10.1051/0004-6361/201937056,OK,doi.org,can,can,can,1326
10.1364/AO.384504,OK,doi.org,can,can,cannot,108
10.1051/0004-6361/202037856,OK,doi.org,can,can,can,1326
10.1209/0295-5075/130/68002,OK,doi.org,can,can,cannot,40
10.1093/mnras/staa447,OK,doi.org,can,can,can,1530
10.3847/2041-8213/ab960f,OK,"doi.org,orcid.org",can,can,can,129
10.1016/j.msec.2020.111476,OK,doi.org,can,can,cannot,30
10.1142/S1793830920500585,OK,doi.org,can,restricted,cannot,155
10.1164/rccm.201911-2199OC,OK,doi.org,unclear,can,restricted,315
10.3166/bspe-2020-0115,OK,doi.org,can,can,cannot,74
10.3390/E22090940,OA,doi.org,can,can,can,487
10.1021/acs.langmuir.0c01624,UNK,doi.org,restricted,restricted,cannot,4
10.1088/1361-6528/ab996c,OK,doi.org,can,can,cannot,1471
10.1523/ENEURO.0012-19.2020,OA,doi.org,can,can,can,3038
10.1090/tran/8146,OK,doi.org,can,can,cannot,83
10.1002/9781119409144.ch09,OK,doi.org,can,restricted,cannot,580
10.1093/mnras/staa1934,OK,doi.org,can,can,can,1530
10.1016/j.immuni.2020.06.003,OK,doi.org,can,restricted,cannot,131
10.3847/1538-4365/ab9c19,OK,doi.org,can,can,can,129
10.1002/cssc.202001661,OK,doi.org,can,restricted,cannot,2050
10.1016/j.ceramint.2020.08.233,OK,doi.org,can,can,cannot,30
10.1016/j.ijthermalsci.2020.106463,OK,doi.org,can,can,cannot,30
10.1016/j.chb.2020.106548,OK,doi.org,can,can,cannot,30
10.1016/j.psychsport.2020.101793,OK,doi.org,can,can,cannot,30
10.3390/s20185036,OA,doi.org,can,can,can,487
10.5565/PUBLMAT6422006,OA,doi.org,unknown,unknown,unknown,DOAJ
10.7717/peerj.9405,OA,doi.org,can,can,can,1549
10.1137/20M1313337,OK,doi.org,can,can,can,71
10.1186/s12915-020-00833-0,OA,doi.org,can,can,can,22
10.1029/2020GL088690,OK,doi.org,can,can,restricted,6
10.1002/ece3.6680,OA,doi.org,can,can,can,1032
10.3390/v12091016,OA,doi.org,can,can,can,487
10.1029/2020GL088563,OK,doi.org,can,can,restricted,6
10.1523/JNEUROSCI.2194-19.2020,OK,doi.org,can,restricted,restricted,206
10.1016/j.neuroscience.2020.08.036,OK,doi.org,can,can,cannot,2823
10.1021/acs.biomac.0c01059,UNK,doi.org,restricted,restricted,cannot,4
10.1088/1751-8121/aba29d,OK,doi.org,can,can,cannot,2940
10.1186/s12915-020-00864-7,OA,doi.org,can,can,can,22
10.3389/fmars.2020.00683,OA,doi.org,can,can,can,600
10.1007/s00441-020-03270-1,OK,doi.org,can,can,cannot,3298
10.3150/20-BEJ1203,OK,doi.org,unclear,can,can,611
10.1088/1402-4896/abacfb,OK,doi.org,can,can,cannot,1471
10.1109/EMBC44109.2020.9176116,OK,doi.org,can,can,cannot,38
10.1002/cmdc.202000251,OK,doi.org,can,restricted,cannot,2050
10.1109/EMBC44109.2020.9175854,OK,doi.org,can,can,cannot,38
10.3847/1538-4357/aba8f6,OK,doi.org,can,can,can,129
10.1109/EMBC44109.2020.9175972,OK,doi.org,can,can,cannot,38
10.1103/PhysRevA.101.063835,OK,doi.org,can,can,can,10
10.1142/S0217732320502302,OK,doi.org,can,restricted,cannot,155
10.1038/s41598-020-72191-4,OA,"doi.org,orcid.org",can,can,can,3287
10.1371/journal.pone.0238707,OA,doi.org,can,can,can,112
10.3390/electronics9091532,OA,doi.org,can,can,can,487
10.1007/978-3-030-58150-3_32,OK,doi.org,can,can,cannot,74
10.1016/j.indcrop.2020.112935,OK,doi.org,can,can,cannot,30
10.1093/MNRAS/STAA181,OK,doi.org,can,can,can,1530
10.1016/j.molmet.2020.101066,OA,doi.org,can,can,can,1504
10.1088/1751-8121/aba466,OK,doi.org,can,can,cannot,2940
10.1123/JSR.2018-0284,OK,doi.org,unclear,can,cannot,300
10.1016/j.icarus.2020.114094,OK,doi.org,can,can,cannot,30.0
10.5334/GJGL.618,OA,doi.org,can,can,can,1132.0
10.1016/j.cub.2020.08.004,OK,doi.org,can,restricted,cannot,2438.0
10.1108/ER-04-2020-0173,OK,doi.org,can,can,cannot,31.0
10.1109/ICASSP40776.2020.9054510,OK,doi.org,can,can,cannot,38.0
10.1117/12.2557834,OK,doi.org,can,can,can,127.0
10.1126/SCIENCE.ABB1229,OK,"doi.org,orcid.org",can,can,cannot,3.0
10.1111/bph.15243,OK,doi.org,can,restricted,cannot,2050.0
10.3389/fpls.2020.01313,OA,doi.org,can,can,can,600
10.3389/fphy.2020.00317,OA,doi.org,can,can,can,600
10.1038/s41550-020-1195-z,OK,"doi.org,orcid.org",can,restricted,cannot,3286
10.1007/978-3-030-58475-7_24,OK,doi.org,can,can,cannot,74
10.1109/ICASSP40776.2020.9054654,OK,doi.org,can,can,cannot,38
10.1007/978-3-030-58475-7_37,OK,doi.org,can,can,cannot,74
10.1038/s41467-020-18411-x,OA,doi.org,can,can,can,3287
10.1007/978-3-030-58475-7_27,OK,doi.org,can,can,cannot,74
10.1137/19M1243026,OA,"arxiv.org,doi.org,www.researchgate.net,hdl.handle.net",can,can,can,71
10.1137/19M1280120,OK,doi.org,can,can,can,71
10.1137/18M1171874,OK,doi.org,can,can,can,71.0
10.1080/19406940.2020.1816561,OK,doi.org,can,can,cannot,1140.0
10.1016/j.rmed.2020.106146,OK,doi.org,can,can,cannot,2823.0
10.3847/1538-3881/ababa6,OK,doi.org,can,can,can,129.0
10.1007/s00421-020-04500-8,OK,doi.org,can,can,cannot,74.0
10.1088/1475-7516/2020/09/018,OK,doi.org,can,can,cannot,2940.0
10.1029/2020JF005654,OK,doi.org,can,restricted,cannot,1499.0
10.1093/mnras/staa1479,OK,doi.org,can,can,can,1530.0
10.1109/CSF.2018.00014,OA,"doi.org,epubs.surrey.ac.uk",can,can,cannot,38
10.1016/j.nmd.2018.06.010,OK,doi.org,can,can,cannot,2823
10.1111/spsr.12302,OA,doi.org,unknown,unknown,unknown,journal
10.1016/j.jmva.2018.08.002,OK,doi.org,can,can,cannot,30
10.1161/CIRCRESAHA.117.312333,OK,doi.org,can,can,cannot,2823
10.1093/mnras/sty1013,OK,doi.org,can,can,can,1530
10.1038/s41396-018-0248-0,OK,doi.org,can,restricted,cannot,3270
10.1103/PhysRevLett.125.103601,OK,doi.org,can,can,can,10
10.1029/2020JB019946,OK,doi.org,can,can,restricted,6
10.1007/978-3-030-49932-7_6,OK,doi.org,can,can,cannot,74
10.1016/j.quascirev.2020.106523,OK,doi.org,can,can,cannot,30
10.1016/j.joep.2020.102311,OK,doi.org,can,can,cannot,30
10.1093/cercor/bhaa137,OK,doi.org,can,can,cannot,1475
10.1177/1045389X20959458,OK,doi.org,can,can,cannot,65
10.1038/s41419-020-02994-w,OK,doi.org,can,can,can,3292
10.1007/978-3-030-57855-8_2,OK,doi.org,can,can,cannot,74
10.1242/jcs.241943,OK,doi.org,can,can,can,29
10.1007/s11214-020-00760-0,OK,doi.org,can,can,cannot,74
10.4000/QUATERNAIRE.13157,UNK,doi.org,unknown,unknown,unknown,journal
10.1214/19-EJP409,OA,doi.org,can,can,can,1547
10.1016/j.avsg.2020.08.086,OK,doi.org,can,can,cannot,2823
10.1007/s00229-020-01252-9,OK,doi.org,can,can,cannot,74
10.1093/cid/ciaa285,OK,doi.org,can,can,cannot,1576
10.1016/j.jcf.2020.09.009,OK,doi.org,can,can,cannot,30
10.1016/j.foodchem.2020.128130,OK,doi.org,can,can,cannot,2823
10.1016/j.fusengdes.2020.112020,OK,doi.org,can,can,cannot,30.0
10.3390/electronics9101564,OA,doi.org,can,can,can,487.0
10.1016/j.bioorg.2020.104271,OK,"doi.org,orcid.org",can,can,cannot,30.0
10.1038/s41598-020-72974-9,OA,doi.org,can,can,can,3287.0
10.1016/j.matpur.2020.09.002,OK,doi.org,can,can,cannot,30.0
10.1007/s11101-020-09719-z,OK,doi.org,can,can,cannot,74.0
10.1002/cne.25012,OK,doi.org,can,restricted,cannot,2050.0
10.1016/j.jfo.2020.01.013,OK,doi.org,can,can,cannot,265.0
10.1088/1402-4896/abac37,OK,doi.org,can,can,cannot,1471.0
10.1007/s10340-020-01285-9,OK,doi.org,can,can,cannot,74
10.1177/0003319720962950,OK,doi.org,can,can,cannot,65
10.1088/1361-6382/aba28a,OK,doi.org,can,can,cannot,2940
10.1063/5.0019039,OA,doi.org,unknown,unknown,unknown,DOAJ
10.1038/s41598-020-73145-6,OA,doi.org,can,can,can,3287
10.3233/FAIA200452,OK,doi.org,can,can,cannot,44
10.3233/FAIA200334,OK,doi.org,can,can,cannot,44
10.3233/FAIA200338,OK,doi.org,can,can,cannot,44
10.1038/s41598-020-72464-y,OA,doi.org,can,can,can,3287
10.1038/s41598-020-73494-2,OA,doi.org,can,can,can,3287
10.1038/s41467-020-18924-5,OA,doi.org,can,can,can,3287
10.1103/PHYSREVLETT.125.113901,OK,doi.org,can,can,can,10
10.1074/jbc.ra120.013728,OK,doi.org,can,can,restricted,113
10.14601/Phyto-11637,OA,doi.org,can,can,can,1932
10.1051/0004-6361/202037795,OK,doi.org,can,can,can,1326
10.3390/electronics9101605,OA,doi.org,can,can,can,487
10.3917/med.191.0119,UNK,doi.org,unknown,unknown,unknown,journal
10.3847/2041-8213/abae69,OK,doi.org,can,can,can,129
10.3847/2041-8213/abb248,OK,doi.org,can,can,can,129.0
10.3390/ijms21197175,OA,doi.org,can,can,can,487.0
10.1016/j.csr.2020.104239,OK,doi.org,can,can,cannot,30.0
10.1051/0004-6361/202038372,OK,doi.org,can,can,can,1326.0
10.1051/0004-6361/202038190,OK,doi.org,can,can,can,1326.0
10.1063/5.0015252,OK,doi.org,can,can,restricted,7.0
10.5547/01956574.42.1.CCHA,OK,doi.org,can,can,restricted,606.0
10.3389/fonc.2020.566297,OA,doi.org,can,can,can,600.0
10.1136/bmjsem-2020-000758,OA,doi.org,can,can,can,1229.0
10.1109/SECONWorkshops50264.2020.9149781,OK,doi.org,can,can,cannot,38
10.3389/fpsyg.2020.01613,OA,doi.org,can,can,can,600
10.13164/RE.2020.0452,OK,doi.org,can,can,unknown,394
10.1038/s41597-020-00666-0,OA,doi.org,can,can,can,3287
10.3389/fphar.2019.00791,OA,doi.org,can,can,can,600
10.1016/j.ijid.2020.08.075,OA,doi.org,unclear,can,can,2191
10.1051/0004-6361/201937414,OK,doi.org,can,can,can,1326
10.1016/j.jeurceramsoc.2020.09.064,OK,doi.org,can,can,cannot,30
10.1051/0004-6361/202038144,OK,doi.org,can,can,can,1326
10.3389/feduc.2019.00083,OA,doi.org,can,can,can,600
10.1109/CEC48606.2020.9185681,OK,doi.org,can,can,cannot,38
10.1093/mnrasl/slaa111,OK,doi.org,can,restricted,cannot,1499
10.1016/j.tcs.2020.09.036,OK,doi.org,can,can,cannot,30
10.3389/fpsyg.2020.565128,OA,doi.org,can,can,can,600
10.1016/j.landurbplan.2020.103947,OK,doi.org,can,can,cannot,30
10.1051/0004-6361/201935350,OK,doi.org,can,can,can,1326
10.1007/s10340-020-01286-8,OK,doi.org,can,can,cannot,74
10.1242/jcs.209742,OK,doi.org,can,can,can,29
10.1109/MED48518.2020.9183353,OK,doi.org,can,can,cannot,38
10.1051/0004-6361/201937228,OK,doi.org,can,can,can,1326
10.1109/MED48518.2020.9182865,OK,doi.org,can,can,cannot,38
10.1111/dth.14341,OK,doi.org,can,restricted,cannot,2050
10.1016/j.immuni.2020.09.006,OK,"doi.org,orcid.org",can,restricted,cannot,131
10.1007/978-3-030-59413-8_3,OK,doi.org,can,can,cannot,74
10.1007/978-3-030-60036-5_10,OK,doi.org,can,can,cannot,2765
10.1021/acs.estlett.0c00518,UNK,doi.org,restricted,restricted,cannot,4
10.4171/PM/2038,OK,doi.org,can,can,unknown,478
10.1016/j.cej.2020.127107,OK,doi.org,can,can,cannot,30
10.1007/s11695-020-05016-y,OK,doi.org,can,can,cannot,74
10.1007/s00205-020-01558-8,OK,doi.org,can,can,cannot,3298
10.1007/978-3-030-58942-4_20,OK,doi.org,can,can,cannot,74
10.1016/j.jbspin.2020.09.009,OK,doi.org,can,can,cannot,265
10.1016/S1877-1203(20)30083-5,OK,doi.org,can,can,cannot,2823
10.1109/MED48518.2020.9183031,OK,doi.org,can,can,cannot,38
10.1109/MED48518.2020.9183324,OK,doi.org,can,can,cannot,38
10.1007/978-3-030-58811-3_37,OK,doi.org,can,can,cannot,74
10.1116/6.0000192,OK,doi.org,can,can,restricted,7
10.1109/COINS49042.2020.9191405,OK,doi.org,can,can,cannot,38
10.1080/00346764.2020.1828612,OK,doi.org,can,can,cannot,1140
10.1007/978-3-030-58811-3_40,OK,doi.org,can,can,cannot,74
10.1007/978-3-319-29701-9_6,OK,doi.org,can,can,cannot,74.0
10.1093/mnras/sty1805,OK,"doi.org,orcid.org",can,can,can,1530.0
10.1093/mnras/sty1792,OK,"arxiv.org,doi.org",can,can,can,1530.0
10.1111/jmg.12423,OK,doi.org,can,restricted,cannot,2050.0
10.1117/12.2313265,OK,doi.org,can,can,can,127.0
10.1016/j.jviscsurg.2018.08.005,OK,doi.org,can,can,cannot,30.0
10.1097/OPX.0000000000001263,OK,doi.org,can,restricted,cannot,48.0
10.1016/j.icarus.2018.08.022,OK,doi.org,can,can,cannot,30.0
10.1007/978-3-030-58811-3_30,OK,doi.org,can,can,cannot,74
10.1016/j.rhum.2020.07.013,OK,doi.org,can,can,cannot,2823
10.1016/j.puhe.2020.08.029,OK,doi.org,can,can,cannot,2823
10.1039/d0sc90189j,OA,doi.org,can,can,can,2773
10.1093/mnras/staa1102,OK,doi.org,can,can,can,1530
10.1016/j.epsl.2020.116620,OK,doi.org,can,can,cannot,30
10.1017/jfm.2020.729,OK,doi.org,can,can,cannot,2127
10.4000/rei.8911,UNK,doi.org,unknown,unknown,unknown,journal
10.1142/S0218202520500372,OK,doi.org,can,restricted,cannot,155
10.1109/LES.2020.3029313,OK,doi.org,can,can,cannot,38
10.3390/RS12183097,OA,doi.org,can,can,can,487
10.1109/TAES.2019.2959928,OK,doi.org,can,can,cannot,38
10.4000/rei.8643,UNK,doi.org,unknown,unknown,unknown,journal
10.4000/rei.8967,UNK,doi.org,unknown,unknown,unknown,journal
10.4000/rei.8957,UNK,doi.org,unknown,unknown,unknown,journal
10.1063/5.0016217,OK,doi.org,can,can,restricted,7
10.3233/FAIA200490,OK,doi.org,can,can,cannot,44
10.3233/FAIA200489,OK,doi.org,can,can,cannot,44
10.1007/s11069-020-04338-5,OK,doi.org,can,can,cannot,74
10.1103/PhysRevFluids.5.093301,OK,doi.org,can,can,can,10
10.1103/PhysRevE.102.032122,OK,doi.org,can,can,can,10
10.1103/PhysRevLett.125.127402,OK,doi.org,can,can,can,10
10.1051/0004-6361/202037534,OK,doi.org,can,can,can,1326
10.1002/cssc.202002258,OK,doi.org,can,restricted,cannot,2050
10.1016/j.cofs.2020.08.004,OK,doi.org,can,can,cannot,2823
10.3390/insects11100697,OA,doi.org,can,can,can,487
10.3390/insects11100686,OA,doi.org,can,can,can,487
10.1063/5.0006130,OK,doi.org,can,can,restricted,7
10.3389/feart.2020.542654,OA,doi.org,can,can,can,600
10.1007/s10712-020-09616-2,OK,doi.org,can,can,cannot,74
10.1016/j.jbspin.2020.09.004,OK,doi.org,can,can,cannot,265
10.1109/ICTON51198.2020.9203053,OK,doi.org,can,can,cannot,38
10.3758/s13423-020-01811-x,OK,doi.org,can,can,cannot,74
10.1016/j.bbagrm.2020.194642,OK,doi.org,can,can,cannot,30
